,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW,PSL,elo_winner,elo_loser,proba_elo,recentft0,recentft1,recentft2,recentft3,recentft4,recentft5,recentft6
1655,39.0,Stuttgart,Mercedes Cup,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Paire B.,Donskoy E.,126.0,154.0,2.0,1.0,Completed,2.12,1.79,1439.479889048937,1500.0,0.41377489420412916,11.0,0.0,66.0,3.0,0.0,1.0,0.0
1656,39.0,Stuttgart,Mercedes Cup,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Chardy J.,Kamke T.,58.0,88.0,2.0,0.0,Completed,1.51,2.72,1412.271619664018,1473.980571321238,0.41211588029865853,11.0,0.0,62.0,3.0,0.0,1.0,0.0
1657,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Junqueira D.,Andreev I.,101.0,75.0,2.0,1.0,Completed,3.34,1.38,1500.0,1469.7387790675864,0.54343960596739,25.0,0.0,78.0,3.0,1.0,1.0,1.0
1658,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Riba P.,Lindell C.,71.0,288.0,2.0,0.0,Completed,1.18,5.43,1429.457423904351,1500.0,0.3998534644144641,6.0,0.0,27.0,3.0,1.0,1.0,0.0
1659,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Dasnieres de Veigy J.,Vinciguerra A.,275.0,727.0,2.0,1.0,Completed,1.63,2.4,1500.0,1500.0,0.5,12.0,0.0,51.0,3.0,0.0,1.0,0.0
1660,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Olaso G.,Veic A.,182.0,196.0,2.0,0.0,Completed,2.74,1.51,1500.0,1516.2876192674237,0.47657738771252756,10.0,0.0,16.0,3.0,1.0,1.0,0.0
1661,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Starace P.,Reister J.,51.0,156.0,2.0,0.0,Completed,1.33,3.62,1467.8248572186371,1439.0266430785257,0.5413493094201296,12.0,0.0,84.0,3.0,1.0,1.0,0.0
1662,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Gabashvili T.,Yani M.,138.0,234.0,2.0,1.0,Completed,1.36,3.38,1443.4393622572993,1529.0130916193418,0.3792807985769224,11.0,0.0,39.0,3.0,0.0,1.0,0.0
1663,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Kavcic B.,Benneteau J.,79.0,106.0,2.0,1.0,Completed,2.12,1.79,1475.2254623990452,1473.7356403865983,0.5021440130822501,13.0,0.0,55.0,3.0,1.0,1.0,0.0
1664,38.0,Bastad,SkiStar Swedish Open,2011-07-12,ATP250,Outdoor,Clay,1st Round,3.0,Ryderstedt M.,Gonzalez M.,311.0,90.0,2.0,1.0,Completed,3.9,1.29,1500.0,1449.6527035537656,0.5719526372067393,9.0,0.0,1.0,3.0,0.0,1.0,0.0
1665,38.0,Bastad,SkiStar Swedish Open,2011-07-13,ATP250,Outdoor,Clay,1st Round,3.0,Ramirez-Hidalgo R.,Golubev A.,142.0,46.0,2.0,1.0,Completed,1.89,2.0,1407.0370800083747,1354.9945769967298,0.5743400193556877,64.0,0.0,38.0,3.0,1.0,1.0,0.0
1666,38.0,Bastad,SkiStar Swedish Open,2011-07-13,ATP250,Outdoor,Clay,1st Round,3.0,Haider-Maurer A.,Kukushkin M.,74.0,67.0,2.0,0.0,Completed,1.84,2.06,1468.5396679996811,1414.1053287536597,0.5777025626773236,42.0,0.0,30.0,3.0,0.0,1.0,0.0
1667,38.0,Bastad,SkiStar Swedish Open,2011-07-13,ATP250,Outdoor,Clay,1st Round,3.0,Monaco J.,Berlocq C.,43.0,77.0,2.0,1.0,Completed,1.48,2.84,1472.3981805438207,1464.0271222796323,0.5120445906410452,11.0,0.0,87.0,3.0,0.0,1.0,0.0
1668,38.0,Bastad,SkiStar Swedish Open,2011-07-13,ATP250,Outdoor,Clay,2nd Round,3.0,Starace P.,Dasnieres de Veigy J.,51.0,275.0,2.0,1.0,Completed,1.2,5.27,1482.501679317193,1516.0,0.45194086883210277,11.0,0.0,6.0,3.0,0.0,1.0,0.0
1669,38.0,Bastad,SkiStar Swedish Open,2011-07-13,ATP250,Outdoor,Clay,2nd Round,3.0,Berdych T.,Gabashvili T.,8.0,138.0,2.0,0.0,Completed,1.12,7.31,1639.7740658604735,1463.3023767028378,0.7341639692345471,12.0,0.0,48.0,3.0,1.0,1.0,0.0
1670,38.0,Bastad,SkiStar Swedish Open,2011-07-13,ATP250,Outdoor,Clay,2nd Round,3.0,Soderling R.,Junqueira D.,5.0,101.0,2.0,0.0,Completed,1.05,13.0,1701.2467172772647,1514.6099326090434,0.7454266429933818,9.0,0.0,6.0,3.0,0.0,1.0,0.0
1671,39.0,Stuttgart,Mercedes Cup,2011-07-13,ATP250,Outdoor,Clay,1st Round,3.0,Hanescu V.,Monfils G.,64.0,7.0,2.0,1.0,Completed,3.86,1.3,1520.444949407371,1623.8784366770794,0.3553942816616715,13.0,0.0,92.0,3.0,0.0,0.0,1.0
1672,39.0,Stuttgart,Mercedes Cup,2011-07-13,ATP250,Outdoor,Clay,2nd Round,3.0,Andujar P.,Montanes A.,55.0,41.0,2.0,1.0,Completed,2.52,1.61,1514.994846330232,1530.976016858713,0.4770174531708879,,,,,,,
1673,39.0,Stuttgart,Mercedes Cup,2011-07-13,ATP250,Outdoor,Clay,1st Round,3.0,Granollers M.,Seppi A.,282.0,37.0,2.0,1.0,Completed,3.06,1.42,1508.59673318638,1548.1081050902417,0.44338243113462195,42.0,0.0,66.0,3.0,0.0,1.0,0.0
1674,39.0,Stuttgart,Mercedes Cup,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Giraldo S.,Chardy J.,61.0,58.0,2.0,1.0,Completed,1.75,2.24,1537.0131378823048,1431.083911494461,0.6478900779986464,11.0,0.0,33.0,3.0,1.0,1.0,0.0
1675,39.0,Stuttgart,Mercedes Cup,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Del Bonis F.,Stakhovsky S.,240.0,45.0,2.0,0.0,Completed,2.02,1.91,1503.6507953592447,1514.0881042271774,0.48498402195868257,12.0,0.0,173.0,3.0,1.0,1.0,0.0
1676,39.0,Stuttgart,Mercedes Cup,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Kubot L.,Garcia-Lopez G.,69.0,38.0,2.0,1.0,Completed,2.16,1.79,1558.7472221807666,1498.8284045858184,0.5853852594157899,13.0,0.0,45.0,3.0,0.0,1.0,0.0
1677,39.0,Stuttgart,Mercedes Cup,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Granollers M.,Paire B.,282.0,126.0,2.0,0.0,Completed,1.41,3.21,1526.4084953900722,1458.2390924344047,0.59686383634739,24.0,0.0,35.0,3.0,1.0,1.0,0.0
1678,39.0,Stuttgart,Mercedes Cup,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Cervenak P.,Hanescu V.,287.0,64.0,2.0,0.0,Completed,5.68,1.19,1510.2223270393329,1541.0723323941975,0.4557195853702501,13.0,0.0,73.0,3.0,0.0,1.0,0.0
1679,39.0,Stuttgart,Mercedes Cup,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Ferrero J.C.,Youzhny M.,85.0,17.0,2.0,1.0,Completed,2.8,1.51,1528.7026201501624,1569.9048075980006,0.44098169386718367,12.0,0.0,77.0,3.0,0.0,1.0,0.0
1680,38.0,Bastad,SkiStar Swedish Open,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Ferrer D.,Riba P.,6.0,71.0,2.0,0.0,Completed,1.12,7.71,1699.9698264030615,1448.662113043088,0.8094813257009938,10.0,0.0,12.0,3.0,1.0,1.0,0.0
1681,39.0,Stuttgart,Mercedes Cup,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Stebe C.M.,Fognini F.,197.0,39.0,2.0,0.0,Completed,2.82,1.51,1486.4195263041188,1528.9205426482042,0.439139392755421,92.0,0.0,102.0,3.0,0.0,1.0,0.0
1682,38.0,Bastad,SkiStar Swedish Open,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Haider-Maurer A.,Volandri F.,74.0,87.0,2.0,0.0,Completed,2.15,1.79,1482.0531859940068,1477.1103996510922,0.5071127614936194,12.0,0.0,68.0,3.0,0.0,1.0,0.0
1683,38.0,Bastad,SkiStar Swedish Open,2011-07-14,ATP250,Outdoor,Clay,2nd Round,3.0,Kavcic B.,Monaco J.,79.0,43.0,,,Walkover,3.42,1.37,1491.1568539804132,1488.0127536433072,0.5045246005948063,,,,,,,
1684,39.0,Stuttgart,Mercedes Cup,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Ferrero J.C.,Granollers M.,85.0,282.0,2.0,0.0,Completed,1.42,3.19,1546.5912059464124,1539.3088526269557,0.5104786143795288,,,,,,,
1685,39.0,Stuttgart,Mercedes Cup,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Kubot L.,Giraldo S.,69.0,61.0,2.0,1.0,Completed,2.06,1.86,1572.0148938794614,1548.2806553863481,0.5341032823717119,,,,,,,
1686,39.0,Stuttgart,Mercedes Cup,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Andujar P.,Stebe C.M.,55.0,197.0,2.0,0.0,Completed,1.5,2.84,1531.7302878287635,1504.3670657359453,0.5392976242219815,12.0,0.0,67.0,3.0,0.0,1.0,0.0
1687,39.0,Stuttgart,Mercedes Cup,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Del Bonis F.,Cervenak P.,240.0,287.0,2.0,0.0,Completed,1.55,2.66,1520.131306656567,1527.639300307485,0.48919681016391525,,,,,,,
1688,38.0,Bastad,SkiStar Swedish Open,2011-07-15,ATP250,Outdoor,Clay,2nd Round,3.0,Ryderstedt M.,Ramirez-Hidalgo R.,311.0,142.0,2.0,0.0,Completed,3.0,1.45,1513.6975156093843,1420.6581993889927,0.6307829997042605,40.0,0.0,13.0,3.0,0.0,1.0,0.0
1689,38.0,Bastad,SkiStar Swedish Open,2011-07-15,ATP250,Outdoor,Clay,2nd Round,3.0,Almagro N.,Olaso G.,14.0,182.0,2.0,0.0,Completed,1.07,11.25,1642.5099485865398,1516.7495235931992,0.6734729855489765,11.0,0.0,15.0,3.0,0.0,1.0,0.0
1690,38.0,Bastad,SkiStar Swedish Open,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Soderling R.,Starace P.,5.0,51.0,2.0,0.0,Completed,1.1,9.05,1709.3930647014765,1500.0395715145658,0.7694371147496069,12.0,0.0,89.0,3.0,1.0,1.0,0.0
1691,38.0,Bastad,SkiStar Swedish Open,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Almagro N.,Ryderstedt M.,14.0,311.0,2.0,0.0,Completed,1.1,9.05,1652.9588130489726,1525.512459618848,0.6756035770238898,91.0,0.0,117.0,3.0,1.0,1.0,0.0
1692,38.0,Bastad,SkiStar Swedish Open,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Ferrer D.,Haider-Maurer A.,6.0,74.0,2.0,0.0,Completed,1.11,8.71,1706.0664239806297,1497.825577626211,0.7682989000401612,10.0,0.0,7.0,3.0,1.0,1.0,0.0
1693,38.0,Bastad,SkiStar Swedish Open,2011-07-15,ATP250,Outdoor,Clay,Quarterfinals,3.0,Berdych T.,Kavcic B.,8.0,79.0,2.0,0.0,Completed,1.14,6.99,1648.280818844968,1507.0120667613794,0.6927927532938656,49.0,0.0,35.0,3.0,1.0,1.0,0.0
1694,39.0,Stuttgart,Mercedes Cup,2011-07-16,ATP250,Outdoor,Clay,Semifinals,3.0,Ferrero J.C.,Del Bonis F.,85.0,240.0,2.0,1.0,Completed,1.34,3.67,1562.2558902862675,1536.4770087313216,0.5370308625569042,9.0,0.0,2.0,3.0,0.0,1.0,0.0
1695,38.0,Bastad,SkiStar Swedish Open,2011-07-16,ATP250,Outdoor,Clay,Semifinals,3.0,Soderling R.,Berdych T.,5.0,8.0,2.0,0.0,Completed,1.49,2.86,1716.771077029489,1658.1114507395644,0.5836249017917389,9.0,0.0,7.0,3.0,0.0,1.0,0.0
1696,38.0,Bastad,SkiStar Swedish Open,2011-07-16,ATP250,Outdoor,Clay,Semifinals,3.0,Ferrer D.,Almagro N.,6.0,14.0,2.0,0.0,Completed,1.28,4.19,1713.4808591793444,1663.339498584208,0.5716623843227625,12.0,0.0,39.0,3.0,0.0,1.0,0.0
1697,39.0,Stuttgart,Mercedes Cup,2011-07-16,ATP250,Outdoor,Clay,Semifinals,3.0,Andujar P.,Kubot L.,55.0,69.0,2.0,1.0,Completed,1.8,2.15,1546.4727638536601,1586.9235888435667,0.4420481966119833,12.0,0.0,6.0,3.0,0.0,1.0,0.0
1698,39.0,Stuttgart,Mercedes Cup,2011-07-17,ATP250,Outdoor,Clay,The Final,3.0,Ferrero J.C.,Andujar P.,85.0,55.0,2.0,0.0,Completed,1.64,2.44,1577.0709026844465,1564.3272215620766,0.5183314112678494,13.0,0.0,43.0,3.0,0.0,1.0,1.0
1699,38.0,Bastad,SkiStar Swedish Open,2011-07-17,ATP250,Outdoor,Clay,The Final,3.0,Soderling R.,Ferrer D.,5.0,6.0,2.0,0.0,Completed,1.72,2.28,1730.0950801721535,1727.187662881016,0.5041840121567641,14.0,0.0,57.0,3.0,1.0,1.0,0.0
1700,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Nieminen J.,Giraldo S.,55.0,62.0,2.0,0.0,Completed,2.67,1.53,1440.4500811614973,1533.3719604222429,0.36937445677930714,10.0,0.0,40.0,3.0,0.0,1.0,0.0
1701,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Crivoi V.,Olaso G.,194.0,167.0,2.0,0.0,Completed,1.69,2.28,1483.9514765229414,1506.3006591307665,0.4678812294678678,13.0,0.0,62.0,3.0,0.0,1.0,0.0
1702,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Berlocq C.,Haase R.,80.0,54.0,2.0,0.0,Completed,2.19,1.75,1448.4125491801458,1486.9165696361092,0.44481400411661837,1.0,1.0,244.0,3.0,2.0,,
1703,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Mannarino A.,83.0,51.0,2.0,0.0,Completed,1.49,2.8,1488.233542211584,1497.678613936252,0.48641079659645453,11.0,0.0,89.0,3.0,1.0,1.0,1.0
1704,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Kamke T.,Riba P.,90.0,72.0,2.0,0.0,Completed,2.34,1.66,1455.168279490795,1442.5655154655199,0.5181288848537039,11.0,0.0,16.0,3.0,1.0,1.0,0.0
1705,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Rosol L.,Starace P.,71.0,53.0,2.0,0.0,Completed,2.67,1.53,1505.4387921138944,1492.6615591865532,0.518379631122914,13.0,0.0,36.0,3.0,0.0,1.0,0.0
1706,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Reister J.,Istomin D.,155.0,70.0,2.0,0.0,Completed,1.99,1.9,1424.3498209799698,1424.373503852287,0.49996591760707954,14.0,0.0,118.0,3.0,1.0,1.0,0.0
1707,40.0,Atlanta,Atlanta Tennis Championships,2011-07-18,ATP250,Outdoor,Hard,1st Round,3.0,Devvarman S.,Sweeting R.,68.0,66.0,2.0,1.0,Completed,1.81,2.11,1503.9256510073958,1508.979929083435,0.4927268222119465,13.0,0.0,67.0,3.0,0.0,1.0,0.0
1708,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Stakhovsky S.,Gonzalez M.,45.0,92.0,2.0,0.0,Completed,1.46,2.9,1497.6075929298552,1435.9551879443814,0.5878052543496487,15.0,0.0,45.0,3.0,0.0,1.0,0.0
1709,41.0,Hamburg,German Open Tennis Championships,2011-07-18,ATP500,Outdoor,Clay,1st Round,3.0,Knittel B.,Dodig I.,187.0,41.0,2.0,0.0,Completed,3.82,1.3,1484.6129024244976,1574.5618581388192,0.3733696626990981,11.0,0.0,17.0,3.0,1.0,1.0,0.0
1710,40.0,Atlanta,Atlanta Tennis Championships,2011-07-18,ATP250,Outdoor,Hard,1st Round,3.0,Muller G.,Bogomolov A.,82.0,63.0,2.0,0.0,Completed,1.91,1.98,1533.8366291515601,1524.9603151062502,0.512771264250531,9.0,0.0,40.0,3.0,0.0,1.0,0.0
1711,40.0,Atlanta,Atlanta Tennis Championships,2011-07-18,ATP250,Outdoor,Hard,1st Round,3.0,Russell M.,Young D.,102.0,123.0,2.0,0.0,Completed,2.18,1.75,1443.06029974094,1464.0940131661719,0.46976697958058156,44.0,0.0,30.0,3.0,0.0,1.0,0.0
1712,40.0,Atlanta,Atlanta Tennis Championships,2011-07-18,ATP250,Outdoor,Hard,1st Round,3.0,Ito T.,Berrer M.,106.0,84.0,2.0,0.0,Completed,2.64,1.54,1500.0,1498.5720232930244,0.5020550121027303,13.0,0.0,40.0,3.0,1.0,1.0,0.0
1713,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,2nd Round,3.0,Reister J.,Garcia-Lopez G.,155.0,37.0,2.0,0.0,Completed,2.62,1.56,1440.3509116165433,1485.5607328871235,0.43530258518587756,11.0,0.0,6.0,3.0,0.0,1.0,0.0
1714,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,2nd Round,3.0,Youzhny M.,Berlocq C.,17.0,80.0,2.0,0.0,Completed,1.57,2.58,1552.0162218017506,1466.178501048414,0.6210769037379785,9.0,0.0,27.0,3.0,1.0,1.0,0.0
1715,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,2nd Round,3.0,Kamke T.,Chela J.I.,90.0,21.0,2.0,0.0,Completed,2.69,1.53,1470.5881551754765,1560.426195287779,0.37351905694904053,10.0,0.0,2.0,3.0,0.0,1.0,0.0
1716,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,2nd Round,3.0,Simon G.,Stakhovsky S.,18.0,45.0,2.0,0.0,Completed,1.32,3.74,1568.8396306237662,1510.7978247906665,0.5827604012537736,11.0,0.0,1.0,3.0,0.0,1.0,0.0
1717,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,1st Round,3.0,Gimeno-Traver D.,Granollers M.,69.0,284.0,1.0,0.0,Retired,2.33,1.67,1392.3709308305724,1523.6441682871007,0.31958720230266086,13.0,0.0,33.0,3.0,1.0,1.0,0.0
1718,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,1st Round,3.0,Ilhan M.,Petzschner P.,117.0,78.0,2.0,1.0,Completed,2.81,1.49,1442.120474256309,1554.922433093932,0.3431382208743435,12.0,0.0,39.0,3.0,0.0,0.0,1.0
1719,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,1st Round,3.0,Andujar P.,Benneteau J.,44.0,109.0,2.0,0.0,Completed,1.51,2.74,1548.9138267226479,1457.8042488052304,0.6281921470604005,42.0,0.0,13.0,3.0,0.0,1.0,0.0
1720,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,1st Round,3.0,Stebe C.M.,Ferrero J.C.,168.0,64.0,2.0,0.0,Completed,4.79,1.22,1489.6245897110487,1592.4842975238753,0.35615131039909076,7.0,0.0,3.0,3.0,0.0,0.0,1.0
1721,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,1st Round,3.0,Kohlschreiber P.,Golubev A.,43.0,46.0,2.0,0.0,Completed,1.3,3.85,1585.6827551981753,1341.3734576161119,0.8031907689437499,12.0,0.0,12.0,3.0,1.0,1.0,0.0
1722,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,2nd Round,3.0,Nieminen J.,Dolgopolov O.,55.0,27.0,2.0,1.0,Completed,2.18,1.77,1460.6300985445596,1520.5866335937503,0.4145620447192932,14.0,0.0,68.0,3.0,0.0,1.0,0.0
1723,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,1st Round,3.0,Stepanek R.,Beck A.,57.0,132.0,2.0,0.0,Completed,1.63,2.4,1524.5300900663617,1458.1172237790747,0.5944284839708756,14.0,0.0,89.0,3.0,1.0,1.0,0.0
1724,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,2nd Round,3.0,Fognini F.,Crivoi V.,38.0,194.0,2.0,0.0,Completed,1.53,2.69,1510.9730032163777,1500.9792771799696,0.5143781626775674,15.0,0.0,73.0,3.0,0.0,1.0,0.0
1725,41.0,Hamburg,German Open Tennis Championships,2011-07-19,ATP500,Outdoor,Clay,1st Round,3.0,Monaco J.,Bolelli S.,42.0,119.0,2.0,0.0,Completed,1.61,2.45,1472.157540862341,1487.1672156007478,0.4784127698174512,12.0,0.0,7.0,3.0,1.0,1.0,0.0
1726,40.0,Atlanta,Atlanta Tennis Championships,2011-07-19,ATP250,Outdoor,Hard,1st Round,3.0,Hewitt L.,Simmonds P.,174.0,428.0,2.0,0.0,Completed,1.11,7.61,1508.6331720506985,1500.0,0.5124215768874292,16.0,0.0,118.0,3.0,1.0,1.0,0.0
1727,40.0,Atlanta,Atlanta Tennis Championships,2011-07-19,ATP250,Outdoor,Hard,1st Round,3.0,Blake J.,Gulbis E.,91.0,81.0,2.0,1.0,Completed,1.76,2.17,1510.824779346357,1452.7726086405007,0.5827749087705135,2.0,1.0,244.0,3.0,2.0,,
1728,40.0,Atlanta,Atlanta Tennis Championships,2011-07-19,ATP250,Outdoor,Hard,1st Round,3.0,Matosevic M.,Kunitsyn I.,169.0,61.0,2.0,1.0,Completed,2.42,1.62,1426.0931918004271,1501.0242359163901,0.3938069314114261,16.0,0.0,73.0,3.0,0.0,1.0,0.0
1729,40.0,Atlanta,Atlanta Tennis Championships,2011-07-19,ATP250,Outdoor,Hard,1st Round,3.0,Lu Y.H.,Bachinger M.,85.0,87.0,2.0,0.0,Completed,1.72,2.23,1443.0918010526752,1459.7884312826645,0.47599009797954933,8.0,0.0,3.0,3.0,0.0,0.0,1.0
1730,40.0,Atlanta,Atlanta Tennis Championships,2011-07-19,ATP250,Outdoor,Hard,1st Round,3.0,Harrison R.,Sugita Y.,120.0,171.0,2.0,0.0,Completed,1.36,3.41,1444.9899997884688,1500.0,0.42148921096321723,13.0,0.0,39.0,3.0,0.0,0.0,1.0
1731,40.0,Atlanta,Atlanta Tennis Championships,2011-07-19,ATP250,Outdoor,Hard,1st Round,3.0,Mahut N.,Berankis R.,97.0,115.0,2.0,0.0,Completed,1.93,1.96,1481.8741451532142,1488.298264880841,0.4907560019837607,15.0,0.0,68.0,3.0,0.0,1.0,0.0
1732,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Kohlschreiber P.,Montanes A.,43.0,49.0,1.0,0.0,Retired,1.79,2.13,1591.9806505919753,1514.2405753601813,0.6100465388635955,12.0,0.0,40.0,3.0,0.0,1.0,0.0
1733,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Stebe C.M.,Davydenko N.,168.0,29.0,2.0,0.0,Completed,2.5,1.59,1510.2277477782777,1507.6834359875684,0.5036614935480657,15.0,0.0,43.0,3.0,0.0,1.0,1.0
1734,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Monfils G.,Ramos-Vinolas A.,7.0,83.0,2.0,0.0,Completed,1.32,3.66,1603.251053690253,1504.6683967204976,0.6381832018084039,7.0,0.0,2.0,3.0,0.0,1.0,0.0
1735,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Almagro N.,Rosol L.,14.0,71.0,2.0,0.0,Completed,1.3,3.86,1649.6326948825365,1520.8506439179612,0.6772864203873105,3.0,1.0,113.0,3.0,2.0,,
1736,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Verdasco F.,Andujar P.,22.0,44.0,2.0,0.0,Completed,1.75,2.18,1561.7945349610213,1560.811678016715,0.5014144410697413,16.0,0.0,45.0,3.0,0.0,1.0,0.0
1737,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Mayer F.,Ilhan M.,20.0,117.0,2.0,0.0,Completed,1.29,3.9,1572.7495441561425,1463.14005118833,0.65270777869083,13.0,0.0,16.0,3.0,1.0,1.0,0.0
1738,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Monaco J.,Tipsarevic J.,42.0,23.0,2.0,0.0,Completed,1.57,2.54,1488.8483322281825,1608.5949261097244,0.33418507060174046,14.0,0.0,39.0,3.0,0.0,1.0,0.0
1739,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Melzer J.,Gimeno-Traver D.,12.0,69.0,2.0,1.0,Completed,1.41,3.1,1534.2785594905893,1414.1441403568872,0.6663114890589429,10.0,0.0,40.0,3.0,0.0,1.0,0.0
1740,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Stepanek R.,Seppi A.,57.0,39.0,2.0,0.0,Completed,1.73,2.23,1537.5083785792938,1530.2963428865496,0.510377463197953,10.0,0.0,27.0,3.0,1.0,1.0,0.0
1741,40.0,Atlanta,Atlanta Tennis Championships,2011-07-20,ATP250,Outdoor,Hard,1st Round,3.0,Ram R.,Dimitrov G.,272.0,59.0,2.0,0.0,Completed,3.04,1.43,1484.9816495141351,1460.7646591705518,0.5347947201526343,14.0,0.0,40.0,3.0,1.0,1.0,0.0
1742,41.0,Hamburg,German Open Tennis Championships,2011-07-20,ATP500,Outdoor,Clay,2nd Round,3.0,Cilic M.,Knittel B.,32.0,187.0,2.0,1.0,Completed,1.24,4.47,1588.02620003565,1504.6650732181265,0.6177160478975291,13.0,0.0,1.0,3.0,0.0,1.0,0.0
1743,40.0,Atlanta,Atlanta Tennis Championships,2011-07-20,ATP250,Outdoor,Hard,2nd Round,3.0,Anderson K.,Russell M.,34.0,102.0,2.0,0.0,Completed,1.51,2.77,1562.0625252852135,1460.0277563943614,0.6427590276018247,11.0,0.0,27.0,3.0,1.0,1.0,0.0
1744,40.0,Atlanta,Atlanta Tennis Championships,2011-07-20,ATP250,Outdoor,Hard,2nd Round,3.0,Muller G.,Ginepri R.,82.0,369.0,2.0,1.0,Completed,1.65,2.39,1549.4279486955431,1500.0,0.5706564975486501,17.0,0.0,45.0,3.0,0.0,1.0,0.0
1745,40.0,Atlanta,Atlanta Tennis Championships,2011-07-20,ATP250,Outdoor,Hard,2nd Round,3.0,Lu Y.H.,Matosevic M.,85.0,169.0,2.0,1.0,Completed,1.52,2.74,1459.8601179173297,1445.4913699952615,0.5206665093876318,15.0,0.0,39.0,3.0,0.0,1.0,0.0
