,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW,PSL,elo_winner,elo_loser,proba_elo,recentft0,recentft1,recentft2,recentft3,recentft4,recentft5,recentft6
0,1.0,Brisbane,Brisbane International,2011-01-02,ATP250,Outdoor,Hard,1st Round,3.0,Lopez F.,Petzschner P.,32.0,57.0,2.0,0.0,Completed,1.67,2.33,1500.0,1500.0,0.5,,,,,,,
1,1.0,Brisbane,Brisbane International,2011-01-02,ATP250,Outdoor,Hard,1st Round,3.0,Istomin D.,De Bakker T.,40.0,43.0,2.0,0.0,Completed,2.12,1.79,1500.0,1500.0,0.5,,,,,,,
2,3.0,Doha,Qatar Exxon Mobil Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Davydenko N.,Fognini F.,22.0,55.0,2.0,0.0,Completed,1.21,4.96,1500.0,1500.0,0.5,,,,,,,
3,3.0,Doha,Qatar Exxon Mobil Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Marchenko I.,Zverev M.,81.0,82.0,2.0,0.0,Completed,1.79,2.13,1500.0,1500.0,0.5,,,,,,,
4,3.0,Doha,Qatar Exxon Mobil Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Bubka S.,Gimeno-Traver D.,321.0,56.0,2.0,0.0,Completed,4.55,1.24,1500.0,1500.0,0.5,,,,,,,
5,2.0,Chennai,Chennai Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Tipsarevic J.,Schwank E.,49.0,74.0,2.0,0.0,Completed,1.2,5.18,1500.0,1500.0,0.5,,,,,,,
6,2.0,Chennai,Chennai Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Dodig I.,Daniel M.,88.0,96.0,2.0,0.0,Completed,1.37,3.35,1500.0,1500.0,0.5,,,,,,,
7,2.0,Chennai,Chennai Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Robert S.,Haider-Maurer A.,122.0,119.0,2.0,0.0,Completed,2.54,1.57,1500.0,1500.0,0.5,,,,,,,
8,2.0,Chennai,Chennai Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Nishikori K.,Cilic M.,98.0,14.0,2.0,1.0,Completed,3.29,1.37,1500.0,1500.0,0.5,,,,,,,
9,2.0,Chennai,Chennai Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Phau B.,Bolelli S.,102.0,107.0,2.0,0.0,Completed,1.8,2.11,1500.0,1500.0,0.5,,,,,,,
10,2.0,Chennai,Chennai Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Kendrick R.,Gremelmayr D.,115.0,121.0,2.0,0.0,Completed,1.54,2.64,1500.0,1500.0,0.5,,,,,,,
11,3.0,Doha,Qatar Exxon Mobil Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Tsonga J.W.,Ramirez-Hidalgo R.,13.0,77.0,2.0,0.0,Completed,1.06,11.28,1500.0,1500.0,0.5,,,,,,,
12,3.0,Doha,Qatar Exxon Mobil Open,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Garcia-Lopez G.,Kukushkin M.,33.0,59.0,2.0,0.0,Completed,1.61,2.44,1500.0,1500.0,0.5,,,,,,,
13,1.0,Brisbane,Brisbane International,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Roddick A.,Matosevic M.,8.0,138.0,2.0,0.0,Completed,1.09,8.65,1500.0,1500.0,0.5,,,,,,,
14,1.0,Brisbane,Brisbane International,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Berrer M.,Sela D.,58.0,75.0,2.0,1.0,Completed,1.98,1.91,1500.0,1500.0,0.5,,,,,,,
15,1.0,Brisbane,Brisbane International,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Kubot L.,Brands D.,70.0,104.0,2.0,0.0,Completed,1.78,2.15,1500.0,1500.0,0.5,,,,,,,
16,1.0,Brisbane,Brisbane International,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Mayer F.,Tomic B.,37.0,208.0,2.0,0.0,Completed,1.41,3.1,1500.0,1500.0,0.5,,,,,,,
17,1.0,Brisbane,Brisbane International,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Giraldo S.,Simon G.,64.0,41.0,2.0,0.0,Completed,3.82,1.3,1500.0,1500.0,0.5,,,,,,,
18,1.0,Brisbane,Brisbane International,2011-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Dolgopolov O.,Andreev I.,48.0,79.0,2.0,0.0,Completed,1.56,2.59,1500.0,1500.0,0.5,,,,,,,
19,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Kudryavtsev A.,Bhambri Y.,60.0,505.0,2.0,0.0,Completed,1.46,2.9,1500.0,1500.0,0.5,,,,,,,
20,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Gasquet R.,Roger-Vasselin E.,30.0,124.0,2.0,0.0,Completed,1.19,5.22,1500.0,1500.0,0.5,,,,,,,
21,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Malisse X.,Ilhan M.,60.0,90.0,2.0,0.0,Completed,1.6,2.48,1500.0,1500.0,0.5,,,,,,,
22,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Berdych T.,Gil F.,6.0,101.0,2.0,0.0,Completed,1.09,8.93,1500.0,1500.0,0.5,,,,,,,
23,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Haase R.,Dancevic F.,65.0,269.0,2.0,1.0,Completed,1.36,3.38,1500.0,1500.0,0.5,,,,,,,
24,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Ebden M.,Millman J.,196.0,204.0,2.0,1.0,Completed,1.62,2.43,1500.0,1500.0,0.5,,,,,,,
25,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Wawrinka S.,Bopanna R.,21.0,626.0,2.0,0.0,Completed,1.07,10.48,1500.0,1500.0,0.5,,,,,,,
26,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Sugita Y.,Brown D.,180.0,92.0,2.0,1.0,Completed,2.05,1.85,1500.0,1500.0,0.5,,,,,,,
27,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Kavcic B.,Chardy J.,112.0,45.0,2.0,0.0,Completed,3.91,1.29,1500.0,1500.0,0.5,,,,,,,
28,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Gabashvili T.,Schuettler R.,80.0,84.0,2.0,0.0,Completed,2.55,1.57,1500.0,1500.0,0.5,,,,,,,
29,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Gulbis E.,Hanescu V.,24.0,51.0,2.0,0.0,Completed,1.44,2.99,1500.0,1500.0,0.5,,,,,,,
30,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Chiudinelli M.,El Amrani R.,117.0,217.0,2.0,1.0,Completed,1.23,4.63,1500.0,1500.0,0.5,,,,,,,
31,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Falla A.,Machado R.,105.0,93.0,2.0,0.0,Completed,1.51,2.72,1500.0,1500.0,0.5,,,,,,,
32,2.0,Chennai,Chennai Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Goffin D.,Devvarman S.,229.0,108.0,2.0,0.0,Completed,3.09,1.42,1500.0,1500.0,0.5,,,,,,,
33,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Stepanek R.,Kamke T.,62.0,67.0,2.0,1.0,Completed,1.42,3.07,1500.0,1500.0,0.5,,,,,,,
34,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Becker B.,Verdasco F.,53.0,9.0,2.0,1.0,Completed,3.31,1.38,1500.0,1500.0,0.5,,,,,,,
35,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Baghdatis M.,Serra F.,20.0,69.0,2.0,1.0,Completed,1.19,5.32,1500.0,1500.0,0.5,,,,,,,
36,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Soderling R.,Harrison R.,5.0,173.0,2.0,0.0,Completed,1.08,9.94,1500.0,1500.0,0.5,,,,,,,
37,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Fish M.,Mannarino A.,16.0,83.0,2.0,0.0,Completed,1.29,3.96,1500.0,1500.0,0.5,,,,,,,
38,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Karlovic I.,Rosol L.,73.0,164.0,2.0,0.0,Completed,1.54,2.63,1500.0,1500.0,0.5,,,,,,,
39,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Troicki V.,Stakhovsky S.,28.0,46.0,2.0,0.0,Completed,1.42,3.09,1500.0,1500.0,0.5,,,,,,,
40,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Nadal R.,Beck K.,1.0,103.0,2.0,0.0,Completed,1.01,31.0,1500.0,1500.0,0.5,,,,,,,
41,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Lacko L.,Riba P.,89.0,72.0,2.0,1.0,Completed,1.34,3.54,1500.0,1500.0,0.5,,,,,,,
42,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Berankis R.,Clement A.,87.0,78.0,2.0,0.0,Completed,1.53,2.67,1500.0,1500.0,0.5,,,,,,,
43,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Nieminen J.,Przysiezny M.,39.0,86.0,2.0,1.0,Completed,1.29,3.95,1500.0,1500.0,0.5,,,,,,,
44,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Federer R.,Schoorel T.,2.0,168.0,2.0,0.0,Completed,1.01,41.0,1500.0,1500.0,0.5,,,,,,,
45,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Veic A.,Sabry S.,191.0,586.0,2.0,1.0,Completed,1.24,4.52,1500.0,1500.0,0.5,,,,,,,
46,1.0,Brisbane,Brisbane International,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Anderson K.,Luczak P.,61.0,137.0,2.0,0.0,Completed,,,1500.0,1500.0,0.5,,,,,,,
47,3.0,Doha,Qatar Exxon Mobil Open,2011-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Kohlschreiber P.,Seppi A.,34.0,52.0,2.0,0.0,Completed,1.5,2.76,1500.0,1500.0,0.5,,,,,,,
48,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Troicki V.,Gabashvili T.,28.0,80.0,2.0,0.0,Completed,1.22,4.89,1516.0,1516.0,0.5,,,,,,,
49,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Garcia-Lopez G.,Marchenko I.,33.0,81.0,2.0,0.0,Completed,1.42,3.11,1516.0,1516.0,0.5,,,,,,,
50,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Gulbis E.,Veic A.,24.0,191.0,2.0,0.0,Completed,1.13,7.24,1516.0,1516.0,0.5,,,,,,,
51,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Federer R.,Chiudinelli M.,2.0,117.0,2.0,0.0,Completed,1.03,20.0,1516.0,1516.0,0.5,,,,,,,
52,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Nadal R.,Lacko L.,1.0,89.0,2.0,1.0,Completed,1.02,19.52,1516.0,1516.0,0.5,,,,,,,
53,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Davydenko N.,Nieminen J.,22.0,39.0,2.0,0.0,Completed,1.34,3.56,1516.0,1516.0,0.5,,,,,,,
54,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Tsonga J.W.,Bubka S.,13.0,321.0,2.0,0.0,Completed,1.06,12.25,1516.0,1516.0,0.5,,,,,,,
55,3.0,Doha,Qatar Exxon Mobil Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Karlovic I.,Kohlschreiber P.,73.0,34.0,2.0,1.0,Completed,2.99,1.45,1516.0,1516.0,0.5,,,,,,,
56,2.0,Chennai,Chennai Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Kavcic B.,Kendrick R.,112.0,115.0,2.0,0.0,Completed,2.18,1.77,1516.0,1516.0,0.5,,,,,,,
57,1.0,Brisbane,Brisbane International,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Anderson K.,Lopez F.,61.0,32.0,2.0,0.0,Completed,1.69,2.31,1516.0,1516.0,0.5,,,,,,,
58,1.0,Brisbane,Brisbane International,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Roddick A.,Dolgopolov O.,8.0,48.0,2.0,0.0,Completed,1.27,4.23,1516.0,1516.0,0.5,,,,,,,
59,1.0,Brisbane,Brisbane International,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Giraldo S.,Becker B.,64.0,53.0,2.0,0.0,Completed,2.23,1.74,1516.0,1516.0,0.5,,,,,,,
60,1.0,Brisbane,Brisbane International,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Mayer F.,Berankis R.,37.0,87.0,2.0,1.0,Completed,1.63,2.44,1516.0,1516.0,0.5,,,,,,,
61,2.0,Chennai,Chennai Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Berdych T.,Dodig I.,6.0,88.0,2.0,0.0,Completed,1.1,8.95,1516.0,1516.0,0.5,,,,,,,
62,1.0,Brisbane,Brisbane International,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Stepanek R.,Fish M.,62.0,16.0,2.0,0.0,Completed,2.61,1.56,1516.0,1516.0,0.5,,,,,,,
63,2.0,Chennai,Chennai Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Phau B.,Gasquet R.,102.0,30.0,2.0,1.0,Completed,5.98,1.17,1516.0,1516.0,0.5,,,,,,,
64,2.0,Chennai,Chennai Open,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Malisse X.,Robert S.,60.0,122.0,2.0,0.0,Completed,1.23,4.76,1516.0,1516.0,0.5,,,,,,,
65,1.0,Brisbane,Brisbane International,2011-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Baghdatis M.,Kubot L.,20.0,70.0,2.0,0.0,Completed,1.28,4.1,1516.0,1516.0,0.5,,,,,,,
66,2.0,Chennai,Chennai Open,2011-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Tipsarevic J.,Kudryavtsev A.,49.0,60.0,2.0,0.0,Completed,1.28,4.14,1516.0,1516.0,0.5,,,,,,,
67,2.0,Chennai,Chennai Open,2011-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Nishikori K.,Falla A.,98.0,105.0,2.0,1.0,Completed,1.39,3.27,1516.0,1516.0,0.5,,,,,,,
68,2.0,Chennai,Chennai Open,2011-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Wawrinka S.,Goffin D.,21.0,229.0,2.0,0.0,Completed,1.13,7.38,1516.0,1516.0,0.5,,,,,,,
69,3.0,Doha,Qatar Exxon Mobil Open,2011-01-06,ATP250,Outdoor,Hard,Quarterfinals,3.0,Federer R.,Troicki V.,2.0,28.0,2.0,0.0,Completed,1.21,5.17,1532.0,1532.0,0.5,,,,,,,
70,3.0,Doha,Qatar Exxon Mobil Open,2011-01-06,ATP250,Outdoor,Hard,Quarterfinals,3.0,Tsonga J.W.,Garcia-Lopez G.,13.0,33.0,2.0,0.0,Completed,1.38,3.41,1532.0,1532.0,0.5,,,,,,,
71,3.0,Doha,Qatar Exxon Mobil Open,2011-01-06,ATP250,Outdoor,Hard,Quarterfinals,3.0,Nadal R.,Gulbis E.,1.0,24.0,2.0,0.0,Completed,1.39,3.36,1532.0,1532.0,0.5,,,,,,,
72,3.0,Doha,Qatar Exxon Mobil Open,2011-01-06,ATP250,Outdoor,Hard,Quarterfinals,3.0,Davydenko N.,Karlovic I.,22.0,73.0,2.0,0.0,Completed,1.3,4.01,1532.0,1532.0,0.5,,,,,,,
73,1.0,Brisbane,Brisbane International,2011-01-06,ATP250,Outdoor,Hard,Quarterfinals,3.0,Roddick A.,Baghdatis M.,8.0,20.0,2.0,0.0,Completed,1.41,3.23,1532.0,1532.0,0.5,,,,,,,
74,1.0,Brisbane,Brisbane International,2011-01-06,ATP250,Outdoor,Hard,Quarterfinals,3.0,Anderson K.,Giraldo S.,61.0,64.0,2.0,1.0,Completed,1.6,2.55,1532.0,1532.0,0.5,,,,,,,
75,1.0,Brisbane,Brisbane International,2011-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Soderling R.,Berrer M.,5.0,58.0,2.0,0.0,Completed,1.09,8.91,1516.0,1516.0,0.5,,,,,,,
76,1.0,Brisbane,Brisbane International,2011-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Ebden M.,Istomin D.,196.0,40.0,2.0,0.0,Completed,3.73,1.32,1516.0,1516.0,0.5,,,,,,,
77,2.0,Chennai,Chennai Open,2011-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Haase R.,Sugita Y.,65.0,180.0,2.0,1.0,Completed,1.28,4.14,1516.0,1516.0,0.5,,,,,,,
78,3.0,Doha,Qatar Exxon Mobil Open,2011-01-07,ATP250,Outdoor,Hard,Semifinals,3.0,Federer R.,Tsonga J.W.,2.0,13.0,2.0,0.0,Completed,1.15,6.68,1548.0,1548.0,0.5,,,,,,,
79,2.0,Chennai,Chennai Open,2011-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Malisse X.,Phau B.,60.0,102.0,2.0,0.0,Completed,1.37,3.41,1532.0,1532.0,0.5,,,,,,,
80,2.0,Chennai,Chennai Open,2011-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Berdych T.,Kavcic B.,6.0,112.0,2.0,0.0,Completed,1.11,8.6,1532.0,1532.0,0.5,,,,,,,
81,3.0,Doha,Qatar Exxon Mobil Open,2011-01-07,ATP250,Outdoor,Hard,Semifinals,3.0,Davydenko N.,Nadal R.,22.0,1.0,2.0,0.0,Completed,3.48,1.37,1548.0,1548.0,0.5,,,,,,,
82,1.0,Brisbane,Brisbane International,2011-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Stepanek R.,Mayer F.,62.0,37.0,2.0,0.0,Completed,1.67,2.37,1532.0,1532.0,0.5,,,,,,,
83,2.0,Chennai,Chennai Open,2011-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Wawrinka S.,Haase R.,21.0,65.0,2.0,1.0,Completed,1.32,3.79,1532.0,1532.0,0.5,,,,,,,
84,2.0,Chennai,Chennai Open,2011-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Tipsarevic J.,Nishikori K.,49.0,98.0,2.0,0.0,Completed,1.4,3.27,1532.0,1532.0,0.5,,,,,,,
85,1.0,Brisbane,Brisbane International,2011-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Soderling R.,Ebden M.,5.0,196.0,2.0,0.0,Completed,1.05,13.9,1532.0,1532.0,0.5,,,,,,,
86,1.0,Brisbane,Brisbane International,2011-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Roddick A.,Anderson K.,8.0,61.0,2.0,1.0,Completed,1.17,6.08,1548.0,1548.0,0.5,,,,,,,
87,2.0,Chennai,Chennai Open,2011-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Wawrinka S.,Berdych T.,21.0,6.0,2.0,0.0,Completed,3.28,1.4,1548.0,1548.0,0.5,,,,,,,
88,2.0,Chennai,Chennai Open,2011-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Malisse X.,Tipsarevic J.,60.0,49.0,2.0,1.0,Completed,2.43,1.64,1548.0,1548.0,0.5,,,,,,,
89,3.0,Doha,Qatar Exxon Mobil Open,2011-01-08,ATP250,Outdoor,Hard,The Final,3.0,Federer R.,Davydenko N.,2.0,22.0,2.0,0.0,Completed,1.26,4.39,1564.0,1564.0,0.5,,,,,,,
90,1.0,Brisbane,Brisbane International,2011-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Soderling R.,Stepanek R.,5.0,62.0,2.0,0.0,Completed,1.33,3.71,1548.0,1548.0,0.5,,,,,,,
91,1.0,Brisbane,Brisbane International,2011-01-09,ATP250,Outdoor,Hard,The Final,3.0,Soderling R.,Roddick A.,5.0,8.0,2.0,0.0,Completed,1.66,2.4,1564.0,1564.0,0.5,,,,,,,
92,2.0,Chennai,Chennai Open,2011-01-09,ATP250,Outdoor,Hard,The Final,3.0,Wawrinka S.,Malisse X.,21.0,60.0,2.0,1.0,Completed,1.37,3.44,1564.0,1564.0,0.5,,,,,,,
93,5.0,Sydney,Medibank International,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Mayer F.,Ward J.,37.0,207.0,2.0,0.0,Completed,1.16,5.99,1516.0,1500.0,0.5230095872975623,,,,,,,
94,5.0,Sydney,Medibank International,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Stakhovsky S.,Becker B.,50.0,55.0,2.0,0.0,Completed,2.03,1.86,1484.0,1500.0,0.4769904127024377,,,,,,,
95,5.0,Sydney,Medibank International,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Del Potro J.M.,Lopez F.,259.0,32.0,2.0,1.0,Completed,1.55,2.6,1500.0,1500.0,0.5,,,,,,,
96,5.0,Sydney,Medibank International,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Andreev I.,Chardy J.,79.0,44.0,2.0,0.0,Completed,1.9,1.99,1484.0,1484.0,0.5,1.0,1.0,28.0,3.0,2.0,,
97,4.0,Auckland,Heineken Open,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Kohlschreiber P.,Berlocq C.,34.0,66.0,2.0,1.0,Completed,1.11,7.89,1500.0,1500.0,0.5,1.0,1.0,80.0,3.0,2.0,,
98,4.0,Auckland,Heineken Open,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Bellucci T.,Russell M.,31.0,103.0,2.0,1.0,Completed,1.39,3.21,1500.0,1500.0,0.5,2.0,1.0,33.0,3.0,2.0,,
99,4.0,Auckland,Heineken Open,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Robredo T.,Venus M.,51.0,330.0,2.0,1.0,Completed,1.08,9.44,1500.0,1500.0,0.5,2.0,1.0,81.0,3.0,2.0,,
100,5.0,Sydney,Medibank International,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Gil F.,Nieminen J.,102.0,39.0,1.0,0.0,Retired,4.33,1.25,1484.0,1500.0,0.4769904127024377,1.0,1.0,24.0,3.0,2.0,,
101,4.0,Auckland,Heineken Open,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Hanescu V.,Anderson K.,52.0,56.0,2.0,1.0,Completed,2.67,1.53,1484.0,1532.0,0.43135860811633236,1.0,1.0,191.0,3.0,2.0,,
102,4.0,Auckland,Heineken Open,2011-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Giraldo S.,Gimeno-Traver D.,64.0,58.0,2.0,0.0,Completed,1.31,3.74,1516.0,1484.0,0.5459219227804837,1.0,1.0,2.0,3.0,2.0,,
103,5.0,Sydney,Medibank International,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Gasquet R.,Ebden M.,29.0,185.0,2.0,0.0,Completed,1.22,4.74,1500.0,1516.0,0.4769904127024377,1.0,1.0,117.0,3.0,2.0,,
104,5.0,Sydney,Medibank International,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Starace P.,Benneteau J.,47.0,43.0,2.0,1.0,Completed,2.34,1.66,1500.0,1500.0,0.5,1.0,1.0,1.0,3.0,2.0,,
105,5.0,Sydney,Medibank International,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Seppi A.,Istomin D.,53.0,40.0,2.0,0.0,Completed,2.38,1.65,1484.0,1500.0,0.4769904127024377,1.0,1.0,89.0,3.0,2.0,,
106,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Haase R.,Cuevas P.,62.0,63.0,2.0,1.0,Completed,1.89,2.01,1516.0,1500.0,0.5230095872975623,2.0,1.0,22.0,3.0,2.0,,
107,5.0,Sydney,Medibank International,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Garcia-Lopez G.,Guccione C.,33.0,376.0,2.0,0.0,Completed,1.36,3.4,1516.0,1500.0,0.5230095872975623,1.0,1.0,39.0,3.0,2.0,,
108,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,2nd Round,3.0,Almagro N.,Hanescu V.,14.0,52.0,2.0,0.0,Completed,1.75,2.2,1500.0,1502.1965245402773,0.4968389891997841,2.0,1.0,13.0,3.0,2.0,,
109,5.0,Sydney,Medibank International,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Chela J.I.,Stepanek R.,38.0,65.0,2.0,1.0,Completed,3.7,1.32,1500.0,1532.0,0.4540780772195163,2.0,1.0,321.0,3.0,2.0,,
110,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Granollers M.,Reynolds B.,42.0,164.0,2.0,0.0,Completed,2.01,1.87,1500.0,1500.0,0.5,1.0,1.0,73.0,3.0,2.0,,
111,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Mannarino A.,Monaco J.,80.0,26.0,2.0,0.0,Completed,3.0,1.44,1484.0,1500.0,0.4769904127024377,1.0,1.0,34.0,3.0,2.0,,
112,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Nalbandian D.,Fognini F.,27.0,57.0,2.0,0.0,Completed,1.18,5.5,1500.0,1484.0,0.5230095872975623,1.0,1.0,112.0,3.0,2.0,,
113,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Petzschner P.,De Bakker T.,59.0,46.0,2.0,1.0,Completed,2.56,1.56,1484.0,1484.0,0.5,2.0,1.0,115.0,3.0,2.0,,
114,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Kamke T.,Riba P.,67.0,71.0,2.0,0.0,Completed,1.63,2.43,1484.0,1484.0,0.5,1.0,1.0,61.0,3.0,2.0,,
115,4.0,Auckland,Heineken Open,2011-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Clement A.,Malisse X.,75.0,45.0,2.0,1.0,Completed,1.93,1.96,1484.0,1548.0,0.4089244036850566,3.0,1.0,32.0,3.0,2.0,,
